"ID","Title"
54,"Air pollution, perceived health risk, and trip decision-making: Environmental justice considerations"
30,"Air quality and environmental protection concerns among residents in Nanchang, China"
111,"Air quality perception of pedestrians in an urban outdoor Mediterranean environment: A field survey approach"
87,"Air quality, human behavior and urban park visit: A case study in Beijing"
137,"Air quality: A comparison of students' conceptions and attitudes across the continents"
166,"Ambient air pollution perception and coping behaviour among hikers"
324,"An Assessment of the Multidimensional Drivers and Determinants of Public Risk Perception of and Behaviors Related to Exposure to Air Pollution in Serbia"
115,"An assessment of perceptions of air quality surrounding the implementation of a traffic-reduction measure in a local urban environment"
49,"An effect of numerical data through monitoring device on perception of indoor air quality"
72,"An environmental, economical and socio-political analysis of a variety of urban air-pollution reduction policies for primary PM10 and NOx: The case study of the Province of Milan (Northern Italy)"
91,"An extended behavior model for explaining the willingness to pay to reduce the air pollution in road transportation"
184,"Analysis of the key influencing factors of haze information dissemination behavior and motivation in WeChat"
318,"Analyzing the Perception of Indoor Air Quality (IAQ) from a Survey of New Townhouse Residents in Dubai"
94,"Analyzing the cost effectiveness of Santiago, Chile's policy of using urban forests to improve air quality"
247,"Application of stochastic choice modeling to policy analysis of public goods: a case study of air quality improvements ( Tampa Bay, Florida)."
219,"Assessing air quality index awareness and use in Mexico City"
114,"Assessing customers' perceived value of the anti-haze cosmetics under haze pollution"
125,"Assessing smog risk perception in Lahore metropolitan: A survey-based analysis"
284,"Assessing the Influence of Socioeconomic Status and Air Pollution Levels on the Public Perception of Local Air Quality in a Mexico-US Border City"
281,"Assessment of Indoor Air Quality and Users Perception of a Renovated Office Building in Manchester"
320,"Assessment of Indoor Air Quality in Small and Medium Food Industries and Effects towards Perceived IAQ Symptoms"
233,"Assessment of community awareness and practices concerning indoor air pollutants — Madison county, Alabama, June 2017"
244,"Assessment of willingness to pay for improved air quality using contingent valuation method"
273,"Association between Four-Level Categorisation of Indoor Exposure and Perceived Indoor Air Quality"
259,"Association of perceived neighborhood air quality problems with attempt to quit cigarette smoking: a cross-sectional study in Texas"
315,"Awareness of air pollution and ecosystem services provided by trees: The case study of Warsaw city"
164,"Beyond under the dome: an environmental documentary amplified public risk perception about air pollution in China"
199,"Bicycle Commuting and Exposure to Air Pollution: A Questionnaire-Based Investigation of Perceptions, Symptoms, and Risk Management Strategies"
197,"Change in Public Concern and Responsive Behaviors Toward Air Pollution Under the Dome"
75,"Characterizing air pollution risk perceptions among high-educated young generation in China: How does risk experience influence risk perception"
17,"Chicago residents' perceptions of air quality: objective pollution, the built environment, and neighborhood stigma theory"
314,"Citizen Science for Transformative Air Quality Policy in Germany and Niger"
142,"Citizen science on speed? Realising the triple objective of scientific rigour, policy influence and deep citizen engagement in a large-scale citizen science project on ambient air quality in Antwerp"
301,"Citizens' Perception on Air Quality in Portugal-How Concern Motivates Awareness"
39,"Clean air forever? A longitudinal analysis of opinions about air pollution and electric vehicles"
149,"Cognitive and Affective Routes to the Adoption of Protective Behaviors Against Health Risks of PM2.5 in China"
161,"Communicating particulate matter risk: the effects of empoweredness and trust in government information on protective behaviour"
76,"Community knowledge, attitude and behaviour towards indoor air quality: A national cross-sectional study in Singapore"
326,"Comparative studies on vehicle related policies for air pollution reduction in ten Asian countries"
31,"Concern over health effects of air pollution is associated to NO2 in seven European cities"
145,"Concerns, performance, and awareness of people when experiencing haze and dust storms in Kermanshah"
248,"Cost-of-illness and willingness-to-pay estimates of the benefits of improved air quality: Evidence from Taiwan"
339,"Crisis-based information seeking: monitoring versus blunting in the information seeking behaviour of working students during the Southeast Asian Haze Crisis"
7,"Current Air Pollution and Willingness to Pay for Better Air Quality: Revisiting the Temporal Reliability of the Contingent Valuation Method"
148,"Determinants of Beijing Residents’ Intentions to Take Protective Behaviors against Smog: An Application of the Health Belief Model"
309,"Determinants of public acceptance for traffic-reducing policies to improve urban air quality"
254,"Developing and Testing the Reliability and Validity of the Brief Haze Weather Health Protection Behavior Assessment Scale-Adolescent Version (BHWHPBAS-AV)"
294,"Development and Validation of the Haze Risk Perception Scale and Influencing Factor Scale-A Study Based on College Students in Beijing"
300,"Development of an Air Pollution Risk Perception Questionnaire for Running Race Runners Based on the Health Belief Model"
101,"Differences in public's perception of air quality and acceptability of a clean air zone: A mixed-methods cross sectional study"
98,"Differentiated effects of risk perception and causal attribution on public behavioral responses to air pollution: A segmentation analysis"
60,"Distributive justice concerns when combating air pollution: The joint modelling of attitudes and preferences"
271,"Do Individual and Neighborhood Characteristics Influence Perceived Air Quality?"
128,"Do policy clashes between the judiciary and the executive affect public opinion? Insights from New Delhi's odd-even rule against air pollution"
11,"Do subjective well-being influence people’s willingness to pay for improved air quality: evidence from China"
312,"Does Haze Drive Pro-Environmental and Energy Conservation Behaviors? Evidence from the Beijing-Tianjin-Hebei Area in China"
173,"Does interpersonal trust matter? the influence of interpersonal trust on haze risk perception"
63,"Does public opinion affect air quality? Evidence based on the monthly data of 109 prefecture-level cities in China"
92,"Does the public haze pollution concern expressed on online platforms promoted pollution control? - Evidence from Chinese online platforms"
24,"Economic losses and willingness to pay for haze: the data analysis based on 1123 residential families in Jiangsu province, China"
236,"Economic valuation and social perception of air pollution in Villavicencio, Colombia; [Valoración económica y percepción social de la contaminación atmosférica en Villavicencio, Colombia]"
266,"Effect of Thermal, Acoustic and Air Quality Perception Interactions on the Comfort and Satisfaction of People in Office Buildings"
22,"Effectiveness of a theory-based mobile phone text message intervention for improving protective behaviors of pregnant women against air pollution: a randomized controlled trial"
274,"Effects of Ventilation Improvement on Measured and Perceived Indoor Air Quality in a School Building with a Hybrid Ventilation System"
108,"Effects of environmental policy on public risk perceptions of haze in Tianjin City: A difference-in-differences analysis"
69,"Effects of prenatal exposure to particulate matter air pollution on corpus callosum and behavioral problems in children"
189,"Effects of ventilation rate per person and per floor area on perceived air quality, sick building syndrome symptoms, and decision-making"
325,"Empowering London Primary School Communities to Know and Tackle Air Pollution Exposure"
336,"Encouraging Awareness among Secondary School Students on Air Pollution in Supporting Environmental Protection"
46,"Energy, indoor air quality, occupant behavior, self-reported symptoms and satisfaction in energy-efficient dwellings in Switzerland"
316,"Environmental Awareness and Air Quality: The Mediating Role of Environmental Protective Behaviors"
209,"Environmental Degradation and Public Opinion: The Case of Air Pollution in Vietnam"
118,"Environmental air pollution management system: Predicting user adoption behavior of big data analytics"
182,"Estimating the Public Health Impact of Air Pollution for Informing Policy in the Twin Cities: A Minnesota Tracking Collaboration"
61,"Evaluation of cooking energy cost, efficiency, impact on air pollution and policy in Nigeria"
146,"Examining How Communication and Knowledge Relate to Singaporean Youths' Perceived Risk of Haze and Intentions to Take Preventive Behaviors"
213,"Examining Patterns of Air Quality Perception: A Cluster Analysis for Southern Chilean Cities"
310,"Experts' perceptions on the particulate matter reduction effects of green open space"
252,"Exploring environmental policy adoption enablers for indoor air quality management in higher educational institutions in South Africa"
124,"Exploring impacts of perceived and actual air pollution on commuters' mode choice"
86,"Exploring urban resident's vehicular PM2.5 reduction behavior intention: An application of the extended theory of planned behavior"
227,"Exposure characteristics and residents' perception of air pollution in neighborhood parks: The case of the Guangzhou Central Urban Area; [社区公园空气污染暴露特征及其居民感知:以广州市中心城区为例]"
136,"Exposure to online news about air pollution and public trust in regulators in China: a moderated mediation analysis of perceived risk and perceived news credibility"
102,"Extending the dimensions of personal exposure assessment: A methodological discussion on perceived and measured noise and air pollution in traffic"
332,"Factors Influencing Health Behavior Related to Particulate Matter in Older Adults"
334,"Factors influencing protective behaviours during haze episodes in Singapore: A population-based study"
297,"Fetal Exposure to Air Pollution in Late Pregnancy Significantly Increases ADHD-Risk Behavior in Early Childhood"
278,"Haze Attitudes and the Willingness to Pay for Haze Improvement: Evidence from Four Cities in Shandong Province, China"
235,"Haze weather health protection behavior and associated factors in adolescents; [青少年雾霾天气健康防护行为及相关影响因素]"
59,"Haze, health, and income: An integrated model for willingness to pay for haze mitigation in Shanghai, China"
224,"Health status and air pollution related socioeconomic concerns in urban China"
340,"How Does News Media Exposure Amplify Publics' Perceived Health Risks About Air Pollution in China? A Conditional Media Effect Approach"
341,"How Does News Media Exposure Amplify Publics’ Perceived Health Risks About Air Pollution in China? A Conditional Media Effect Approach"
329,"How Smog Awareness Influences Public Acceptance of Congestion Charge Policies"
147,"How Social Media Exposure to Health Information Influences Chinese People's Health Protective Behavior during Air Pollution: A Theory of Planned Behavior Perspective"
29,"How do we effectively communicate air pollution to change public attitudes and behaviours? A review"
123,"How does air pollution affect travel behavior? A big data field study"
121,"How does air pollution influence cycling behaviour? Evidence from Beijing"
260,"How teacher behaviors and perceptions, air change rates, and portable air purifiers affect indoor air quality in naturally ventilated schools"
253,"How to Improve Environment Performance? The Comparison of Stakeholder Perceptions on How to Improve Air Quality in China"
216,"Impact of 2013 south Asian haze crisis: study of physical and psychological symptoms and perceived dangerousness of pollution level"
287,"Impact of 4th of July Fireworks on Spatiotemporal PM2.5 Concentrations in California Based on the PurpleAir Sensor Network: Implications for Policy and Environmental Justice"
279,"Impact of Air Pollution on Sedentary Behavior: A Cohort Study of Freshmen at a University in Beijing, China"
134,"Impact of air pollution perception on environmental governance satisfaction"
32,"Impact of air quality on students' behavior in the Educational Centers"
105,"Impact of ambient fine particulate matter air pollution on health behaviors: a longitudinal study of university students in Beijing, China"
342,"Impact of haze on travel mode choice behaviors for private car owners"
132,"Implementing a context-driven awareness programme addressing household air pollution and tobacco: a FRESH AIR study"
110,"Improving air pollution control policy in China-A perspective based on cost-benefit analysis"
0,"In search of fresher air: The influence of relative air quality on vacationers' perceptions of destinations' restorative qualities"
251,"Income Elasticity of Willingness to Pay for Better Air Quality: Effect of a Private Environmental Substitute"
313,"Individual-Level Determinants of the Public Acceptance of Policy Measures to Improve Urban Air Quality: The Case of the Barcelona Low Emission Zone"
321,"Indoor Air Quality Perception in Built Cultural Heritage in Times of Climate Change"
48,"Indoor air quality for sustainable building renovation: A decision-support assessment system using structural equation modelling"
188,"Information and avoidance behaviour: The effect of air pollution disclosure on labour supply in China"
143,"Internet usage, environmental knowledge, and the surge of air pollution concern in China"
165,"Introducing forecast-based public health warnings to promote engagement with air quality risk: a survey of citizens' attitudes in Cork, Ireland"
117,"Inverted quarantine in the face of environmental change: Initiative defensive behaviors against air pollution in China"
288,"Investigating Cooking Activity Patterns and Perceptions of Air Quality Interventions among Women in Urban Rwanda"
77,"Investigating the barriers and pathways to implementing satellite data into air quality monitoring, regulation and policy design in the United Kingdom"
211,"Knowledge of the effects of indoor air quality on health among women in Jordan"
203,"Knowledge, Attitudes, and Perceptions of Air Pollution in Accra, Ghana: A Critical Survey"
267,"Knowledge, Attitudes, and Practices (KAP) of the Relationship between Air Pollution and Children's Respiratory Health in Shanghai, China"
220,"Knowledge, attitudes, practices and information demand in relation to haze in China: a cross-sectional study"
64,"Korean perceptions of transboundary air pollution and domestic coal development: Two framing experiments"
269,"Latino and Non-Latino Perceptions of the Air Quality in California's San Joaquin Valley"
214,"Left behind in perception of air pollution? A hidden form of spatial injustice in China"
93,"Linking urban air pollution with residents' willingness to pay for greenspace: A choice experiment study in Beijing"
43,"Longitudinal assessment of thermal and perceived air quality acceptability in relation to temperature, humidity, and CO2 exposure in Singapore"
240,"MODELLING THE COMMUNITY ADAPTIVE BEHAVIOUR TOWARDS AIR POLLUTION: A CONFIRMATORY FACTOR ANALYSIS WITH PLS-SEM"
37,"MODIFICATIONS OF HEALTH BEHAVIOR IN RESPONSE TO AIR-POLLUTION NOTIFICATIONS IN COPENHAGEN"
268,"Measuring Indoor Air Quality and Engaging California Indian Stakeholders at the Win-River Resort and Casino: Collaborative Smoke-Free Policy Development"
231,"Measuring the Willingness to Pay for Improved Air Quality: A Contingent Valuation Survey"
56,"Misperception and pro-environmental behaviors of the Chinese public toward air pollution"
112,"Modeled and perceived RF-EMF, noise and air pollution and symptoms in a population cohort. Is perception key in predicting symptoms?"
119,"Modeling the acceptance of taxi owners and drivers to operate premium electric taxis: Policy insights into improving taxi service quality and reducing air pollution"
9,"Modeling the impacts of policy measures on resident's PM2.5 reduction behavior: an agent-based simulation analysis"
104,"Monetary burden of health impacts of air pollution in Mumbai, India: Implications for public health policy"
304,"Monitoring Particulate Matter with Wearable Sensors and the Influence on Student Environmental Attitudes"
272,"Neighborhood Perceptions and Cumulative Impacts of Low Level Chronic Exposure to Fine Particular Matter (PM2.5) on Cardiopulmonary Health"
34,"No Country for Old Men. Assessing Socio-Spatial Relationships Between Air Quality Perceptions and Exposures in Southern Chile"
10,"Objective air quality index versus subjective perception: which has a greater impact on life satisfaction?"
71,"Objectively measured association between air pollution and physical activity, sedentary behavior in college students in Beijing"
44,"Occupants’ thermal comfort and perceived air quality in natural ventilated classrooms during cold days"
265,"Online Questionnaire as a Tool to Assess Symptoms and Perceived Indoor Air Quality in a School Environment"
83,"Outdoor Air Quality Awareness, Perceptions, and Behaviors Among US Children Aged 12-17 Years, 2015-2018"
23,"Outdoor air pollution pregnancy exposures are associated with behavioral problems in China's preschoolers"
343,"PASSING THE TEST - HUMAN-BEHAVIOR AND CALIFORNIA SMOG CHECK PROGRAM"
202,"POLICY CHOICES FOR AIR POLLUTION ABATEMENT IN BEIJING: STATUS QUO OR CHANGE"
344,"PRE-SERVICE SCIENCE TEACHERS' KNOWLEDGE LEVEL ABOUT SOME BASIC AIR POLLUTANTS"
65,"Participation in a programme for assisted replacement of wood-burning stoves in Chile: The role of sociodemographic factors, evaluation of air quality and risk perception"
175,"Particulate matter pollution in central Bangkok: assessing outdoor workers’ perceptions and exposure"
185,"Particulate matter source attribution and restaurant mitigation behavioral intentions: an application of attribution theory"
290,"Pedestrianization Impacts on Air Quality Perceptions and Environment Satisfaction: The Case of Regenerated Streets in Downtown Seoul"
239,"Pediatrician’s Perception of Air Pollution and its Impact on Children’s Health in Indonesia"
67,"People, place and pollution: Investigating relationships between air quality perceptions, health concerns, exposure, and individual- and area-level characteristics"
126,"Perceived access to recreational/green areas as an effect modifier of the relationship between health and neighbourhood noise/air quality: Results from the 3rd European Quality of Life Survey (EQLS, 2011-2012)"
52,"Perceived air quality (PAQ) assessment methods in office buildings: A systematic review towards an indoor smellscape approach"
5,"Perceived air quality and particulate matter pollution based on field survey data during a winter period"
50,"Perceived air quality and satisfaction during implementation of an automated indoor air quality monitoring and control system"
57,"Perceived health risk, environmental knowledge, and contingent valuation for improving air quality: New evidence from the Jinchuan mining area in China"
131,"Perception and reality of particulate matter exposure in New York City taxi drivers"
317,"Perception of Risks from Wood Combustion and Traffic Induced Air Pollution: Evidence from Northern Europe"
100,"Perception of commuters towards air quality in Delhi"
234,"Perception of health risks due to air pollution in adolescents in Mexico City"
163,"Perception of risk from air pollution and reported behaviors: a cross-sectional survey study in four cities"
41,"Perceptions about air quality of individuals who work outdoors in the San Joaquin Valley, California"
2,"Perceptions and attitudes to air pollution in an asbestos mining town"
129,"Perceptions of Quality of Life and Pollution among China's Urban Middle Class: The Case of Smog in Tangshan"
42,"Perceptions of air pollution during the work-related commute by adults in Queensland, Australia"
333,"Perceptions of air quality in Ljubljana"
78,"Perceptions of problems and preferences for solutions: The case of poor air quality in central-southern Chile"
82,"Perceptions of volcanic air pollution and exposure reduction practices on the Island of Hawai‘i: Working towards socially relevant risk communication"
282,"Personal and Media Factors Related to Citizens' Pro-environmental Behavioral Intention against Haze in China: A Moderating Analysis of TPB"
45,"Personal exposure to indoor aerosols as actual concern: Perceived indoor and outdoor air quality, and health performances"
221,"Physical activity in an air-polluted environment: behavioral, psychological and neuroimaging protocol for a prospective cohort study (Healthy Aging in Industrial Environment study - Program 4)"
249,"Policy for better air quality in Asia-Proposal for a policy evaluation method for four ASEAN countries"
138,"Poor Air Quality during Wildfires Related to Support for Public Safety Power Shutoffs"
331,"Population’s perception on air pollution in Beirut; [La perception de la pollution de l’air à Beyrouth]"
16,"Potential Impacts of Modifiable Behavioral and Environmental Exposures on Reducing Burden of Under-five Mortality Associated with Household Air Pollution in Nepal"
345,"Pre-service science teachers' knowledge level about some basiasic air pollutantsollutantsollutants"
158,"Predicting Intention to Take Protective Measures During Haze: The Roles of Efficacy, Threat, Media Trust, and Affective Attitude"
157,"Predicting public smog reduction behavior: Exploring the role of perceived risk and financial incentive policy"
88,"Predicting the impacts of psychological factors and policy factors on individual's PM2.5 reduction behavior: An empirical study in China"
222,"Predicting the protective behavioral intentions for parents with young children that possess different levels of education in Hong Kong using the theory of planned behavior for air polluted with PM2.5"
180,"Prenatal Exposure to Traffic-related Air Pollution and Child Behavioral Development Milestone Delays in Japan"
79,"Private benefits from ambient air pollution reduction policies: Evidence from the household heating stove replacement program in Chile"
171,"Protective Behaviors Against Particulate Air Pollution: Self-construal, Risk Perception, and Direct Experience in the Theory of Planned Behavior"
80,"Proximity to busy highways and local resident perceptions of air quality"
275,"Psychosocial Problems, Indoor Air-Related Symptoms, and Perceived Indoor Air Quality among Students in Schools without Indoor Air Problems: A Longitudinal Study"
28,"Public Acceptance of Policy Instruments: Evidence from Traffic-Related Smog Control Policies in Beijing"
337,"Public Behavior in Korea and China in Acquiring Particulate Matter Information"
302,"Public Concern about Air Pollution and Related Health Outcomes on Social Media in China: An Analysis of Data from Sina Weibo (Chinese Twitter) and Air Monitoring Stations"
293,"Public Perceptions of Climate Change and Its Health Impacts: Taking Account of People's Exposure to Floods and Air Pollution"
196,"Public Perceptions of How Long Air Pollution and Carbon Dioxide Remain in the Atmosphere"
243,"Public Perceptions of Urban Air Pollution Risks"
305,"Public Value of Enforcing the PM2.5 Concentration Reduction Policy in South Korean Urban Areas"
245,"Public acceptability of policies to reduce urban air pollution: A population-based survey experiment; [Aceptabilidad pública de las políticas de reducción de la contaminación atmosférica urbana: Un experimento a partir de encuesta poblacional]"
120,"Public acceptance of congestion pricing policies in Beijing: The roles of neighborhood built environment and air pollution perception"
230,"Public awareness and support for environmental protection-A focus on air pollution in peninsular Malaysia"
160,"Public awareness, perceptions and attitudes on air pollution and its health effects in Muscat, Oman"
135,"Public concern for air quality: Explaining change in toronto, canada, 1967–1978"
73,"Public engagements with smog in urban China: Knowledge, trust, and action"
58,"Public participation and policy evaluation in China's smog governance"
35,"Public perception of air pollution sources across Europe"
346,"Public perception of indoor air quality in China, Belgium and France: the discovery of an invisible enemy"
159,"Public perception of smog: A case study in Ningbo City, China"
172,"Public perceptions of air pollution and associated health risks in Nevada, USA: applications for health communication"
6,"Public perceptions of air pollution and climate change: different manifestations, similar causes, and concerns"
133,"Public perceptions of air quality and quality of life in urban and suburban areas of London"
154,"Public risk perception and intention to take actions on city smog in China"
8,"Public risk perception and willingness to mitigate climate change: city smog as an example"
155,"Public smog knowledge, risk perception, and intention to reduce car use: Evidence from China"
130,"Quantitative Analysis of Health Risk Perception, Exposure Levels, and Willingness to Pay/Accept of PM2.5 during the 2014 Nanjing Youth Olympic Games"
347,"RESEARCH ON COPING BEHAVIOR OFCOLLEGE STUDENTS' OUTDOOR PHYSICAL EXERCISES IN HAZE WEATHER"
270,"Racial Differences in Perceptions of Air Pollution Health Risk: Does Environmental Exposure Matter?"
323,"Regional Differences in Willingness to Pay for Mitigation of Air Pollution from Coal-Fired Power Plants in South Korea"
122,"Relationships among haze pollution, commuting behavior and life satisfaction: A quasi-longitudinal analysis"
21,"Research on Analysis of Evaluation Influence Factors of Air Quality Opinions Sentiment Value and Quantification Method"
291,"Research on Public Environmental Perception of Emotion, Taking Haze as an Example"
70,"Residential surrounding green, air pollution, traffic noise and self-perceived general health"
262,"Residents' Perceptions of and Response Behaviors to Particulate Matter-A Case Study in Seoul, Korea"
51,"Restaurant managers knowledge and intention to improve building ventilation and indoor air quality using control measures in a middle-income country"
285,"Risk Perception of Air Pollution: A Systematic Review Focused on Particulate Matter Exposure"
263,"Risk Perception on Haze Pollution and Willingness to Pay for Self-Protection and Haze Management in Chiang Mai Province, Northern Thailand"
276,"Risk Reduction Behaviors Regarding PM2.5 Exposure among Outdoor Exercisers in the Nanjing Metropolitan Area, China"
19,"Risk perceptions and value of a statistical life for air pollution and traffic accidents: Evidence from Bangkok, Thailand"
90,"Roles of socio-physical environments on air quality control policy with respect to knowledge, attitude and intention"
348,"SURVEY OF RESIDENTS' PERCEPTIONS AND CONCERNS ON AIR POLLUTION IN MAHARASHTRA, INDIA"
195,"School Policies and Practices That Improve Indoor Air Quality"
250,"School students’ awareness on air pollution and its health effects in the Sultanate of Oman"
299,"Searching for New Human Behavior Model in the Climate Change Age: Analyzing the Impact of Risk Perception and Government Factors on Intention-Action Consistency in Particulate Matter Mitigation"
225,"Self-care behaviors related to air pollution protection questionnaire: a psychometric analysis"
255,"Severe Air Pollution and Psychological Distress in China: The Interactive Effects of Coping and Perceived Controllability"
223,"Short animated video increases knowledge and perceived comfort in clinical counseling on inequitable health impacts of air pollution among interprofessional health learners and clinicians"
177,"Singapore's willingness to pay for mitigation of transboundary forest-fire haze from Indonesia"
217,"Small proportions of actively-smoking patrons and high PM2.5 levels in southern California tribal casinos: support for smoking bans or designated smoking areas"
200,"Smoking behaviours and indoor air quality: a comparative analysis of smoking-permitted versus smoke-free homes in Dhaka, Bangladesh"
62,"Social acceptance towards the air pollution in China: Evidence from public's willingness to pay for smog mitigation"
38,"Social awareness of air quality information"
15,"Sources and Perceptions of Indoor and Ambient Air Pollution in Rural Alaska"
113,"Spatial distribution of the public's risk perception for air pollution: A nationwide study in China"
74,"Stakeholder concerns of air pollution in Hong Kong and policy implications: A big-data computational text analysis approach"
190,"Students' school-level symptoms mediate the relationship between a school's observed moisture problems and students' subjective perceptions of indoor air quality"
212,"TESTING THEORIES OF STATE POLICY-MAKING - THE CASE OF AIR-QUALITY REGULATION"
210,"The Benefit of Focusing on Air Pollution Instead of Climate Change: How Discussing Power Plant Emissions in the Context of Air Pollution, Rather than Climate Change, Influences Perceived Benefits, Costs, and Political Action for Policies to Limit Emissions"
198,"The Effect of Perceived Threats and Response Efficacy on Adaptation to Smog: An Instrumental Variables Design"
280,"The Effects of Risk Perceptions Related to Particulate Matter on Outdoor Activity Satisfaction in South Korea"
283,"The Effects of Social, Personal, and Behavioral Risk Factors and PM2.5 on Cardio-Metabolic Disparities in a Cohort of Community Health Center Patients"
13,"The Home Halo Effect: how Air Quality Perception is Influenced by Place Attachment"
292,"The Impact of Air Pollution Perception on Urban Settlement Intentions of Young Talent in China"
289,"The Impact of an Authoritarian Personality on Pro-Environmental Behaviour for Air Pollution Mitigation through Interactions with Social Norms"
322,"The Impacts of China’s Resident Tourism Subsidy Policy on the Economy and Air Pollution Emissions"
295,"The Influence of Air Pollution on Happiness and Willingness to Pay for Clean Air in the Bohai Rim Area of China"
228,"The Link between Knowledge, Attitudes and Practices in Relation to Atmospheric Haze Pollution in Peninsular Malaysia"
26,"The Reemerging Concern over Air Pollution in China: the Smog of the State's Efforts to Guide Public Opinion"
349,"The Role of Air Quality in Perception of Health of the Local Population"
311,"The State of Air Pollution as a Factor Determining the Assessment of a City's Tourist Attractiveness-Based on the Opinions of Polish Respondents"
277,"The Theory of Planned Behavior to Predict Protective Behavioral Intentions against PM2.5 in Parents of Young Children from Urban and Rural Beijing, China"
207,"The ancillary carbon benefits of SO2 reductions from a small-boiler policy in Taiyuan, PRC"
53,"The effect of PM2.5 exposure and risk perception on the mental stress of Nanjing citizens in China"
350,"The effect of selected factors on adaptive behavioural responses to urban air pollution in Malaysia"
66,"The health policy implications of individual adaptive behavior responses to smog pollution in urban China"
152,"The human dimensions of pollution policy implementation: Air quality in rural China"
103,"The impact of air pollution on behavior changes and outdoor recreation in Chinese cities"
33,"The impact of air pollution on environmentally friendly behavior: evidence from China"
96,"The impact of perceived air pollution on labour supply: Evidence from China"
205,"The impact of severe air pollution in January 2013 in Beijing on sustained elevation of public environmental concern"
206,"The impacts of the low-carbon city policy on urban air pollution in China"
191,"The importance of air quality for underground spaces: An international survey of public attitudes"
246,"The influence of green areas on city-dwellers' perceptions of air pollution: The case of Nigde city center"
81,"The interplay between air pollution, built environment, and physical activity: Perceptions of children and youth in rural and urban India"
241,"The interplay of spatial policy, travel behaviour and air quality in Iskandar Malaysia"
229,"The mediating role of risk perception in the association between industry-related air pollution and health"
168,"The perception of air pollution and its health risk: a scoping review of measures and methods"
193,"The power of perception: Health risk attributed to air pollution in an urban industrial neighbourhood"
84,"The public perceptions and willingness to pay: from the perspective of the smog crisis in China"
1,"The role of air quality for reaching tourism environmental sustainability: A segmentation approach based on visitors' pro-environmental behaviors"
351,"The role of air quality in perception of health of the local population"
109,"The role of differences in individual and community attributes in perceived air quality"
4,"The role of perceived air pollution and health risk perception in health symptoms and disease: a population-based study combined with modelled levels of PM10"
3,"The role of perceived pollution and health risk perception in annoyance and health symptoms: a population-based study of odorous air pollution"
99,"The role of personal air pollution sensors and smartphone technology in changing travel behaviour"
47,"Thermal and perceived air quality responses between a dedicated outdoor air system with ceiling fans and conventional air-conditioning system"
327,"Tourists' Perception of Haze Pollution and the Potential Impacts on Travel: Reshaping the Features of Tourism Seasonality in Beijing, China"
226,"Traffic-Related Air Pollution, Noise at School, and Behavioral Problems in Barcelona Schoolchildren: A Cross-Sectional Study"
