"ID","Perceptions","Priority","Policy","Health","Behavior","None","reader"
149,1,0,1,0,1,0,"ChatGPT"
151,1,0,0,0,0,0,"ChatGPT"
152,1,0,0,0,1,0,"ChatGPT"
154,1,0,1,0,0,0,"ChatGPT"
156,1,0,0,1,1,0,"ChatGPT"
158,1,0,0,1,0,0,"ChatGPT"
159,1,0,0,1,0,0,"ChatGPT"
160,1,0,0,1,0,0,"ChatGPT"
163,1,0,0,0,0,0,"ChatGPT"
164,1,0,0,1,1,0,"ChatGPT"
166,1,0,0,0,1,0,"ChatGPT"
167,0,0,1,0,0,0,"ChatGPT"
169,0,0,0,0,1,0,"ChatGPT"
170,1,0,1,0,1,0,"ChatGPT"
171,0,0,0,0,1,0,"ChatGPT"
172,0,0,0,0,1,0,"ChatGPT"
173,0,0,0,0,1,0,"ChatGPT"
174,1,0,1,0,1,0,"ChatGPT"
175,0,0,1,0,1,0,"ChatGPT"
177,0,0,1,0,0,0,"ChatGPT"
178,0,0,1,0,0,0,"ChatGPT"
181,1,0,0,0,0,0,"ChatGPT"
182,0,0,0,0,1,0,"ChatGPT"
184,1,0,1,0,0,0,"ChatGPT"
185,1,0,1,0,0,0,"ChatGPT"
186,1,0,0,0,1,0,"ChatGPT"
189,1,0,0,1,0,0,"ChatGPT"
190,1,0,0,0,1,0,"ChatGPT"
191,1,0,0,0,1,0,"ChatGPT"
192,1,1,1,0,0,0,"ChatGPT"
193,1,0,0,0,0,0,"ChatGPT"
194,0,0,0,0,1,0,"ChatGPT"
195,1,0,0,0,1,0,"ChatGPT"
196,1,0,0,0,0,0,"ChatGPT"
199,1,0,0,1,0,0,"ChatGPT"
200,1,0,0,1,0,0,"ChatGPT"
201,0,0,0,1,0,0,"ChatGPT"
202,0,0,0,1,1,0,"ChatGPT"
203,1,0,0,1,1,0,"ChatGPT"
204,0,0,0,0,1,0,"ChatGPT"
205,1,0,0,0,0,0,"ChatGPT"
206,1,0,1,0,0,0,"ChatGPT"
207,0,0,1,0,0,0,"ChatGPT"
209,1,0,0,0,0,0,"ChatGPT"
210,0,0,0,0,0,1,"ChatGPT"
211,0,0,1,0,0,0,"ChatGPT"
213,1,0,0,0,0,0,"ChatGPT"
215,1,0,0,1,0,0,"ChatGPT"
216,1,0,0,0,0,0,"ChatGPT"
217,1,0,0,0,1,0,"ChatGPT"
218,1,0,0,0,0,0,"ChatGPT"
219,0,0,1,0,0,0,"ChatGPT"
220,1,0,0,1,1,0,"ChatGPT"
221,0,0,1,0,0,0,"ChatGPT"
224,1,0,0,0,0,0,"ChatGPT"
225,0,0,0,0,0,0,"ChatGPT"
226,0,0,0,0,1,0,"ChatGPT"
229,1,0,1,0,0,0,"ChatGPT"
230,0,0,0,0,1,0,"ChatGPT"
231,0,0,0,0,0,1,"ChatGPT"
233,1,0,0,0,1,0,"ChatGPT"
234,1,0,0,0,0,0,"ChatGPT"
235,0,0,0,1,0,0,"ChatGPT"
237,0,0,1,0,0,0,"ChatGPT"
238,1,0,0,0,0,0,"ChatGPT"
240,1,1,0,0,0,0,"ChatGPT"
241,1,0,1,1,0,0,"ChatGPT"
244,1,0,0,1,0,0,"ChatGPT"
245,1,0,0,0,1,0,"ChatGPT"
248,1,0,0,0,1,0,"ChatGPT"
249,1,1,0,0,0,0,"ChatGPT"
252,1,0,1,0,0,0,"ChatGPT"
254,1,1,0,0,0,0,"ChatGPT"
255,1,0,0,0,0,0,"ChatGPT"
256,1,0,1,0,0,0,"ChatGPT"
257,1,0,0,0,1,0,"ChatGPT"
258,1,0,0,0,1,0,"ChatGPT"
259,0,0,1,0,0,0,"ChatGPT"
260,1,0,0,0,0,0,"ChatGPT"
262,0,0,1,0,0,0,"ChatGPT"
263,1,0,0,0,1,0,"ChatGPT"
264,1,0,0,0,0,0,"ChatGPT"
265,1,0,0,0,0,0,"ChatGPT"
266,1,0,0,1,1,0,"ChatGPT"
267,1,0,0,0,1,0,"ChatGPT"
268,0,0,0,1,1,0,"ChatGPT"
269,1,0,0,0,1,0,"ChatGPT"
270,1,0,0,1,1,0,"ChatGPT"
272,1,0,0,1,0,0,"ChatGPT"
273,1,0,0,0,1,0,"ChatGPT"
274,1,0,1,0,1,0,"ChatGPT"
275,0,0,0,0,1,0,"ChatGPT"
276,1,0,0,0,0,0,"ChatGPT"
277,1,0,0,0,1,0,"ChatGPT"
278,1,0,0,1,1,0,"ChatGPT"
279,1,0,0,1,0,0,"ChatGPT"
280,1,0,1,0,1,0,"ChatGPT"
281,1,0,0,0,1,0,"ChatGPT"
282,1,0,0,0,1,0,"ChatGPT"
283,1,0,0,1,1,0,"ChatGPT"
284,1,0,0,0,1,0,"ChatGPT"
285,0,0,1,0,0,0,"ChatGPT"
286,1,0,0,0,1,0,"ChatGPT"
287,1,0,1,0,1,0,"ChatGPT"
288,1,0,1,0,0,0,"ChatGPT"
289,1,0,0,0,1,0,"ChatGPT"
290,1,0,0,1,0,0,"ChatGPT"
291,1,0,0,0,1,0,"ChatGPT"
292,1,0,0,0,0,0,"ChatGPT"
295,1,0,0,0,1,0,"ChatGPT"
296,1,0,0,0,0,0,"ChatGPT"
297,0,0,0,0,1,0,"ChatGPT"
298,1,0,0,1,1,0,"ChatGPT"
299,1,0,0,1,0,0,"ChatGPT"
300,1,0,0,1,1,0,"ChatGPT"
301,1,0,0,0,0,0,"ChatGPT"
303,1,0,0,1,1,0,"ChatGPT"
304,1,0,0,0,0,0,"ChatGPT"
305,0,0,1,0,0,0,"ChatGPT"
307,1,0,0,0,1,0,"ChatGPT"
308,1,0,0,0,1,0,"ChatGPT"
309,1,0,0,1,0,0,"ChatGPT"
311,1,0,0,0,0,0,"ChatGPT"
312,1,0,0,1,1,0,"ChatGPT"
315,1,0,0,0,1,0,"ChatGPT"
317,1,0,0,0,1,0,"ChatGPT"
319,1,0,0,0,1,0,"ChatGPT"
320,0,0,1,0,0,0,"ChatGPT"
321,1,0,0,0,1,0,"ChatGPT"
323,0,0,0,1,0,0,"ChatGPT"
324,1,0,0,0,0,0,"ChatGPT"
325,0,0,0,0,1,0,"ChatGPT"
326,0,0,0,0,1,0,"ChatGPT"
328,1,0,0,1,1,0,"ChatGPT"
330,1,0,0,0,0,0,"ChatGPT"
331,1,0,0,1,0,0,"ChatGPT"
335,0,0,0,0,0,1,"ChatGPT"
336,1,0,0,1,1,0,"ChatGPT"
337,1,0,0,0,0,0,"ChatGPT"
338,0,0,1,0,0,0,"ChatGPT"
340,1,0,0,1,0,0,"ChatGPT"
341,1,0,1,0,1,0,"ChatGPT"
344,1,0,0,1,0,0,"ChatGPT"
347,1,0,0,0,0,0,"ChatGPT"
348,1,0,0,0,1,0,"ChatGPT"
349,1,0,0,0,1,0,"ChatGPT"
350,1,0,0,1,1,0,"ChatGPT"
351,1,0,0,1,0,0,"ChatGPT"
353,1,0,0,1,1,0,"ChatGPT"
354,1,0,0,0,0,0,"ChatGPT"
360,0,0,0,0,1,0,"ChatGPT"
361,0,0,1,0,0,0,"ChatGPT"
362,0,0,1,0,0,0,"ChatGPT"
363,1,0,0,1,0,0,"ChatGPT"
364,1,0,0,0,1,0,"ChatGPT"
365,0,0,0,1,0,0,"ChatGPT"
367,0,0,1,0,0,0,"ChatGPT"
368,1,1,0,0,0,0,"ChatGPT"
372,0,0,1,0,0,0,"ChatGPT"
373,1,0,0,0,0,0,"ChatGPT"
374,1,0,1,0,0,0,"ChatGPT"
375,1,0,0,0,1,0,"ChatGPT"
376,0,0,1,0,0,0,"ChatGPT"
377,1,0,0,1,1,0,"ChatGPT"
378,1,0,0,1,0,0,"ChatGPT"
381,1,0,0,1,1,0,"ChatGPT"
382,1,0,0,0,0,0,"ChatGPT"
383,1,0,0,0,0,0,"ChatGPT"
385,1,0,0,0,1,0,"ChatGPT"
386,1,0,0,1,0,0,"ChatGPT"
388,0,0,0,0,1,0,"ChatGPT"
389,1,0,0,0,1,0,"ChatGPT"
390,1,0,0,0,1,0,"ChatGPT"
392,0,0,0,1,0,0,"ChatGPT"
393,1,0,0,1,0,0,"ChatGPT"
394,1,0,0,1,1,0,"ChatGPT"
396,0,0,0,0,1,0,"ChatGPT"
397,1,0,0,1,0,0,"ChatGPT"
400,1,0,0,1,0,0,"ChatGPT"
401,1,0,0,0,1,0,"ChatGPT"
403,1,0,0,1,1,0,"ChatGPT"
404,0,0,0,1,0,0,"ChatGPT"
405,1,0,0,0,1,0,"ChatGPT"
406,0,0,0,1,0,0,"ChatGPT"
407,1,0,0,1,0,0,"ChatGPT"
412,1,0,0,0,0,0,"ChatGPT"
413,1,0,0,1,1,0,"ChatGPT"
414,1,0,0,1,0,0,"ChatGPT"
416,1,0,0,1,0,0,"ChatGPT"
418,1,0,0,0,0,0,"ChatGPT"
419,1,0,0,1,1,0,"ChatGPT"
420,1,0,0,1,1,0,"ChatGPT"
421,1,0,0,0,1,0,"ChatGPT"
422,1,0,0,0,0,0,"ChatGPT"
423,1,0,0,1,0,0,"ChatGPT"
424,1,0,1,0,1,0,"ChatGPT"
425,0,0,1,0,0,0,"ChatGPT"
427,1,0,0,0,0,0,"ChatGPT"
428,0,0,1,0,0,0,"ChatGPT"
429,1,0,0,1,1,0,"ChatGPT"
430,1,0,0,0,1,0,"ChatGPT"
431,1,0,0,1,0,0,"ChatGPT"
432,1,0,0,0,1,0,"ChatGPT"
433,0,0,0,0,1,0,"ChatGPT"
436,1,1,0,1,1,0,"ChatGPT"
437,1,0,0,1,0,0,"ChatGPT"
438,1,0,1,1,0,0,"ChatGPT"
439,1,0,1,1,0,0,"ChatGPT"
440,0,0,1,0,0,0,"ChatGPT"
441,1,0,0,1,0,0,"ChatGPT"
443,1,0,0,0,0,0,"ChatGPT"
446,1,0,0,1,1,0,"ChatGPT"
447,0,0,0,0,0,1,"ChatGPT"
448,1,0,0,1,0,0,"ChatGPT"
450,1,0,0,1,0,0,"ChatGPT"
451,0,0,0,0,1,0,"ChatGPT"
453,1,0,0,0,1,0,"ChatGPT"
454,1,0,0,0,1,0,"ChatGPT"
456,0,0,1,0,0,0,"ChatGPT"
457,1,0,0,0,0,0,"ChatGPT"
458,0,0,1,0,0,0,"ChatGPT"
459,1,0,0,0,0,0,"ChatGPT"
460,0,0,1,0,0,0,"ChatGPT"
461,0,0,1,1,0,0,"ChatGPT"
462,1,0,0,0,1,0,"ChatGPT"
464,1,0,0,0,1,0,"ChatGPT"
465,1,0,0,0,1,0,"ChatGPT"
470,1,0,0,1,0,0,"ChatGPT"
471,1,0,0,1,0,0,"ChatGPT"
472,1,0,0,0,0,0,"ChatGPT"
475,1,0,0,0,0,0,"ChatGPT"
476,0,0,1,0,0,0,"ChatGPT"
479,1,0,0,0,0,0,"ChatGPT"
480,0,0,1,0,0,0,"ChatGPT"
481,1,0,1,0,1,0,"ChatGPT"
482,0,0,0,0,1,0,"ChatGPT"
483,1,0,0,1,1,0,"ChatGPT"
484,0,0,0,1,0,0,"ChatGPT"
485,1,0,0,0,1,0,"ChatGPT"
486,1,0,0,0,0,0,"ChatGPT"
487,1,0,1,0,1,0,"ChatGPT"
488,1,0,0,1,1,0,"ChatGPT"
489,1,0,0,0,1,0,"ChatGPT"
490,1,0,0,1,1,0,"ChatGPT"
492,1,0,0,0,0,0,"ChatGPT"
494,1,0,0,1,0,0,"ChatGPT"
496,1,1,0,1,1,0,"ChatGPT"
497,1,0,1,0,1,0,"ChatGPT"
498,1,0,0,1,0,0,"ChatGPT"
499,1,0,1,0,0,0,"ChatGPT"
500,1,0,0,1,0,0,"ChatGPT"
501,1,0,0,1,0,0,"ChatGPT"
502,1,0,1,0,0,0,"ChatGPT"
504,1,0,0,0,1,0,"ChatGPT"
505,1,0,0,0,0,0,"ChatGPT"
509,1,0,0,0,1,0,"ChatGPT"
510,1,0,0,1,0,0,"ChatGPT"
514,1,1,0,0,1,0,"ChatGPT"
515,1,0,0,0,0,0,"ChatGPT"
516,1,0,1,1,1,0,"ChatGPT"
517,0,0,1,0,0,0,"ChatGPT"
518,1,0,0,0,0,0,"ChatGPT"
519,1,0,0,1,0,0,"ChatGPT"
520,1,0,0,1,0,0,"ChatGPT"
521,1,0,0,1,0,0,"ChatGPT"
522,1,0,0,0,0,0,"ChatGPT"
523,0,0,0,1,0,0,"ChatGPT"
524,1,0,0,0,0,0,"ChatGPT"
525,1,0,0,0,0,0,"ChatGPT"
527,0,0,0,0,1,0,"ChatGPT"
528,0,0,0,0,1,0,"ChatGPT"
529,1,0,1,0,0,0,"ChatGPT"
532,1,0,0,1,0,0,"ChatGPT"
533,0,0,0,1,0,0,"ChatGPT"
534,0,0,0,0,1,0,"ChatGPT"
535,0,0,0,1,0,0,"ChatGPT"
536,1,0,0,0,0,0,"ChatGPT"
538,1,0,0,1,1,0,"ChatGPT"
540,1,0,0,1,1,0,"ChatGPT"
541,1,0,0,0,1,0,"ChatGPT"
542,1,0,0,0,0,0,"ChatGPT"
544,1,0,0,0,1,0,"ChatGPT"
545,1,0,0,1,0,0,"ChatGPT"
547,1,0,0,0,0,0,"ChatGPT"
548,0,0,1,0,0,0,"ChatGPT"
549,1,0,0,0,1,0,"ChatGPT"
551,1,0,0,0,0,0,"ChatGPT"
552,1,0,1,0,1,0,"ChatGPT"
553,1,0,0,1,1,0,"ChatGPT"
554,1,1,0,0,0,0,"ChatGPT"
556,0,0,0,1,0,0,"ChatGPT"
557,0,0,0,0,1,0,"ChatGPT"
559,1,0,0,1,0,0,"ChatGPT"
560,1,0,0,0,1,0,"ChatGPT"
561,1,0,0,1,0,0,"ChatGPT"
562,1,0,0,0,1,0,"ChatGPT"
565,1,0,0,0,0,0,"ChatGPT"
568,0,0,1,0,0,0,"ChatGPT"
569,0,0,1,0,0,0,"ChatGPT"
570,0,0,1,0,0,0,"ChatGPT"
571,1,1,1,1,0,0,"ChatGPT"
572,0,0,1,0,0,0,"ChatGPT"
574,1,0,0,0,0,0,"ChatGPT"
575,1,0,0,0,1,0,"ChatGPT"
576,0,0,1,0,0,0,"ChatGPT"
578,1,0,0,1,0,0,"ChatGPT"
580,1,0,0,1,0,0,"ChatGPT"
581,1,0,0,1,0,0,"ChatGPT"
582,0,0,1,0,0,0,"ChatGPT"
583,0,0,0,1,0,0,"ChatGPT"
586,0,0,1,0,0,0,"ChatGPT"
587,1,0,0,0,1,0,"ChatGPT"
588,1,0,0,0,1,0,"ChatGPT"
590,1,0,0,0,1,0,"ChatGPT"
591,1,0,1,0,1,0,"ChatGPT"
592,1,0,1,0,0,0,"ChatGPT"
593,1,0,1,0,1,0,"ChatGPT"
594,1,0,0,1,0,0,"ChatGPT"
595,1,0,0,1,1,0,"ChatGPT"
596,1,0,0,0,1,0,"ChatGPT"
598,1,0,0,0,1,0,"ChatGPT"
599,1,0,0,1,0,0,"ChatGPT"
600,0,0,0,1,0,0,"ChatGPT"
601,1,1,0,0,0,0,"ChatGPT"
603,1,0,0,1,0,0,"ChatGPT"
604,1,0,0,1,1,0,"ChatGPT"
607,1,0,0,0,0,0,"ChatGPT"
608,1,0,0,1,0,0,"ChatGPT"
609,0,0,0,1,0,0,"ChatGPT"
610,0,0,1,0,1,0,"ChatGPT"
612,1,0,0,1,0,0,"ChatGPT"
613,1,0,0,0,1,0,"ChatGPT"
614,1,0,0,0,0,0,"ChatGPT"
615,0,0,1,0,0,0,"ChatGPT"
616,1,0,1,0,0,0,"ChatGPT"
627,1,0,1,1,1,0,"ChatGPT"
628,1,0,0,1,0,0,"ChatGPT"
629,1,0,0,1,1,0,"ChatGPT"
630,1,0,0,1,1,0,"ChatGPT"
631,1,0,1,1,0,0,"ChatGPT"
632,1,0,0,1,1,0,"ChatGPT"
633,0,0,0,0,0,1,"ChatGPT"
634,1,0,0,0,1,0,"ChatGPT"
635,1,0,0,1,1,0,"ChatGPT"
636,1,0,0,1,0,0,"ChatGPT"
637,1,0,0,1,0,0,"ChatGPT"
638,0,0,0,1,0,0,"ChatGPT"
640,1,1,1,0,0,0,"ChatGPT"
642,1,0,1,0,0,0,"ChatGPT"
643,1,0,0,0,1,0,"ChatGPT"
644,1,0,0,0,0,0,"ChatGPT"
645,1,0,0,0,0,0,"ChatGPT"
646,1,0,0,0,0,0,"ChatGPT"
649,0,0,0,0,1,0,"ChatGPT"
651,1,0,0,0,0,0,"ChatGPT"
652,1,0,0,0,1,0,"ChatGPT"
654,1,0,0,0,0,0,"ChatGPT"
656,1,0,0,0,1,0,"ChatGPT"
659,1,0,0,1,0,0,"ChatGPT"
660,0,0,1,0,0,0,"ChatGPT"
661,1,0,0,0,0,0,"ChatGPT"
664,1,0,0,1,0,0,"ChatGPT"
666,0,0,0,0,1,0,"ChatGPT"
667,1,0,0,1,0,0,"ChatGPT"
668,1,0,0,1,0,0,"ChatGPT"
669,1,0,0,0,1,0,"ChatGPT"
670,1,0,0,0,1,0,"ChatGPT"
671,1,0,0,0,0,0,"ChatGPT"
672,1,0,0,0,0,0,"ChatGPT"
675,1,0,0,1,1,0,"ChatGPT"
676,1,0,0,1,0,0,"ChatGPT"
678,1,0,0,0,0,0,"ChatGPT"
679,1,1,0,1,1,0,"ChatGPT"
680,1,0,0,1,0,0,"ChatGPT"
685,1,0,0,0,0,0,"ChatGPT"
686,1,0,0,0,0,0,"ChatGPT"
687,1,0,0,0,1,0,"ChatGPT"
688,1,0,0,0,1,0,"ChatGPT"
690,1,0,0,1,0,0,"ChatGPT"
692,1,0,0,0,1,0,"ChatGPT"
693,1,1,0,0,0,0,"ChatGPT"
694,1,0,0,0,1,0,"ChatGPT"
695,1,0,1,1,1,0,"ChatGPT"
699,1,0,0,0,1,0,"ChatGPT"
700,1,0,0,1,0,0,"ChatGPT"
701,1,0,0,0,0,0,"ChatGPT"
703,1,0,0,0,1,0,"ChatGPT"
